,guest_count,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,reviews_per_month,average_ratings,clusters,cluster
0,1,1.0,1.0,35.0,30,365,30,60,90,0.11,3.0833333333333335,1,purple
1,6,2.0,3.0,149.0,30,365,29,59,89,0.0,0.0,1,purple
2,8,2.5,4.0,190.0,1,365,4,21,51,2.52,4.795000000000001,1,purple
3,5,2.5,2.0,87.0,29,365,0,0,0,0.0,0.0,1,purple
4,3,1.0,2.0,300.0,29,1125,0,0,27,0.99,4.986666666666667,0,pink
5,8,4.0,5.0,408.0,4,29,20,47,74,0.67,4.963333333333334,2,dark purple
6,2,1.0,1.0,121.0,2,180,6,36,66,2.61,4.966666666666666,2,dark purple
7,9,3.5,6.0,561.0,1,30,21,35,60,2.14,4.886666666666667,2,dark purple
8,2,2.0,2.0,128.0,30,45,30,60,90,0.0,0.0,2,dark purple
9,2,1.0,1.0,93.0,30,180,30,60,90,0.0,0.0,2,dark purple
10,5,2.0,2.0,319.0,2,90,24,54,84,3.1,4.901666666666666,2,dark purple
11,4,2.0,2.0,143.0,29,180,0,0,0,1.21,4.925,2,dark purple
12,2,1.0,1.0,165.0,2,365,0,0,0,2.16,4.766666666666667,1,purple
13,1,1.0,1.0,33.0,29,365,10,40,70,0.21,4.833333333333333,1,purple
14,4,2.0,2.0,295.0,2,365,23,53,83,2.41,4.926666666666667,1,purple
15,2,1.0,1.0,60.0,30,365,30,60,90,0.0,0.0,1,purple
16,2,1.0,1.0,141.0,1,731,9,39,69,2.04,5.0,1,purple
17,6,2.5,3.0,192.0,1,7,24,54,84,3.1,4.8133333333333335,2,dark purple
18,1,1.5,1.0,90.0,29,365,29,59,62,0.0,0.0,1,purple
19,2,1.0,1.0,65.0,30,1125,11,11,19,0.12,4.923333333333333,0,pink
20,1,1.0,1.0,33.0,29,180,5,7,37,0.34,4.941666666666666,2,dark purple
21,4,1.0,2.0,86.0,30,365,4,31,31,0.23,5.0,1,purple
22,4,2.0,2.0,130.0,30,365,0,0,0,0.0,0.0,1,purple
23,3,1.0,1.0,95.0,30,1125,0,0,0,2.81,4.948333333333333,0,pink
24,13,2.0,5.0,276.0,2,120,0,0,0,3.46,4.8549999999999995,2,dark purple
25,6,2.5,2.0,157.0,2,31,0,0,0,0.63,4.695,2,dark purple
26,4,1.0,2.0,68.0,29,190,0,0,0,0.0,0.0,2,dark purple
27,2,1.0,2.0,88.0,1,35,21,51,78,4.31,4.9366666666666665,2,dark purple
28,3,1.0,4.0,150.0,3,6,0,0,0,3.51,4.83,2,dark purple
29,5,1.0,2.0,135.0,1,365,9,21,32,5.09,4.715000000000001,1,purple
30,4,1.0,2.0,110.0,30,365,0,0,0,0.8,4.971666666666667,1,purple
31,8,4.0,4.0,850.0,29,365,29,59,89,0.0,0.0,1,purple
32,2,1.0,1.0,82.0,1,1125,0,0,0,3.97,4.966666666666668,0,pink
33,4,1.0,2.0,120.0,1,1125,26,53,77,1.99,4.803333333333334,0,pink
34,2,1.0,1.0,84.0,30,365,29,59,89,0.0,0.0,1,purple
35,6,2.0,3.0,104.0,29,1095,0,25,55,1.22,4.916666666666667,0,pink
36,2,1.0,1.0,77.0,30,1125,21,51,81,0.48,4.955,0,pink
37,6,3.0,3.0,129.0,29,365,30,60,90,0.68,5.0,1,purple
38,4,2.5,2.0,115.0,30,1125,22,52,82,0.34,4.8950000000000005,0,pink
39,10,3.0,5.0,521.0,3,365,0,0,0,0.0,0.0,1,purple
40,4,1.0,2.0,108.0,1,9,18,48,78,6.64,4.9366666666666665,2,dark purple
41,4,2.5,2.0,314.0,2,90,23,49,78,4.67,4.989999999999999,2,dark purple
42,2,1.0,1.0,203.0,30,365,2,23,53,1.1,4.963333333333334,1,purple
43,4,1.0,2.0,156.0,1,28,27,57,87,5.94,4.96,2,dark purple
44,4,2.0,2.0,180.0,31,1125,0,0,0,0.06,4.0,0,pink
45,4,1.0,2.0,103.0,2,90,0,19,49,1.92,4.626666666666666,2,dark purple
46,2,1.0,1.0,120.0,30,365,21,51,81,0.0,0.0,1,purple
47,2,1.0,1.0,135.0,2,30,0,0,0,1.81,4.901666666666666,2,dark purple
48,4,1.0,3.0,139.0,2,1125,0,0,0,1.61,4.976666666666667,0,pink
49,4,1.0,2.0,92.0,1,7,23,53,83,6.24,4.868333333333333,2,dark purple
50,2,1.0,1.0,91.0,2,1125,27,31,31,4.66,4.965,0,pink
51,2,1.0,1.0,84.0,1,30,18,48,74,3.73,4.920000000000001,2,dark purple
52,2,2.0,1.0,50.0,29,90,30,56,86,1.26,4.87,2,dark purple
53,3,1.0,2.0,94.0,2,14,15,24,24,1.46,4.861666666666667,2,dark purple
54,4,1.0,2.0,91.0,2,1125,0,0,0,0.86,5.0,0,pink
55,2,1.0,1.0,68.0,30,1125,0,0,0,0.05,4.8,0,pink
56,2,1.0,1.0,99.0,2,30,28,58,88,1.27,4.961666666666667,2,dark purple
57,4,1.0,2.0,71.0,29,1125,4,34,64,6.21,4.805000000000001,0,pink
58,4,1.0,1.0,147.0,1,1125,16,41,71,3.45,4.876666666666667,0,pink
59,2,1.0,1.0,139.0,1,14,29,59,85,1.76,4.8183333333333325,2,dark purple
60,5,1.5,2.0,126.0,29,365,0,25,55,0.0,0.0,1,purple
61,2,1.0,1.0,207.0,30,730,0,0,0,0.14,4.416666666666667,1,purple
62,2,1.0,1.0,43.0,1,60,0,0,0,4.15,4.853333333333334,2,dark purple
63,4,1.0,2.0,78.0,29,1125,4,6,6,0.38,5.0,0,pink
64,12,2.5,6.0,399.0,2,365,22,34,61,1.38,4.828333333333334,1,purple
65,8,2.0,3.0,227.0,1,1125,28,58,88,2.82,4.788333333333334,0,pink
66,7,2.5,5.0,210.0,29,180,0,0,21,0.21,4.945,2,dark purple
67,2,1.0,1.0,60.0,30,365,6,6,24,0.4,4.75,1,purple
68,4,1.0,2.0,149.0,3,45,11,41,71,2.1,4.9750000000000005,2,dark purple
69,2,1.0,1.0,156.0,1,365,13,29,45,0.43,4.488333333333333,1,purple
70,2,1.0,1.0,131.0,30,1125,0,27,57,0.37,4.885000000000001,0,pink
71,4,2.0,2.0,130.0,1,365,0,0,0,2.32,4.831666666666667,1,purple
72,2,1.0,1.0,135.0,3,60,0,0,0,6.0,4.986666666666667,2,dark purple
73,9,3.5,6.0,824.0,2,29,0,0,0,3.01,4.99,2,dark purple
74,6,1.0,3.0,95.0,2,1125,17,47,71,4.44,4.913333333333333,0,pink
75,2,1.0,1.0,60.0,30,365,0,0,20,0.0,0.0,1,purple
76,2,1.0,1.0,86.0,1,4,0,0,0,8.37,4.908333333333334,2,dark purple
77,3,1.0,1.0,103.0,1,1125,0,0,0,4.7,4.78,0,pink
78,10,2.0,7.0,250.0,1,14,0,0,0,2.65,4.901666666666667,2,dark purple
79,4,1.0,2.0,157.0,3,60,27,57,80,3.96,4.99,2,dark purple
80,4,1.0,1.0,93.0,2,1125,21,51,81,1.56,4.918333333333333,0,pink
81,3,1.0,2.0,129.0,1,731,26,56,86,1.43,4.958333333333333,1,purple
82,2,1.0,1.0,95.0,30,180,30,60,90,0.0,0.0,2,dark purple
83,4,1.0,2.0,129.0,2,1125,23,39,69,2.57,4.96,0,pink
84,4,2.0,2.0,107.0,31,1125,23,53,67,0.0,0.0,0,pink
85,3,1.0,1.0,61.0,1,29,30,60,90,1.88,4.718333333333334,2,dark purple
86,4,1.0,3.0,95.0,2,1125,27,57,87,1.88,4.806666666666666,0,pink
87,1,1.0,1.0,50.0,90,1125,30,60,89,0.0,0.0,0,pink
88,4,1.0,3.0,135.0,2,90,13,28,50,3.7,4.91,2,dark purple
89,4,1.0,2.0,99.0,30,1125,29,59,89,3.91,4.906666666666666,0,pink
90,6,1.0,3.0,88.0,1,44,0,0,0,1.58,4.7283333333333335,2,dark purple
91,6,1.0,3.0,83.0,2,30,21,51,81,3.17,4.933333333333334,2,dark purple
92,2,1.0,1.0,150.0,2,14,0,0,0,3.67,4.956666666666667,2,dark purple
93,2,1.0,2.0,115.0,2,30,24,54,84,1.65,4.975,2,dark purple
94,2,1.0,1.0,66.0,30,365,19,49,79,0.63,4.933333333333334,1,purple
95,3,1.0,2.0,56.0,30,1125,29,59,89,0.07,5.0,0,pink
96,4,1.0,2.0,160.0,1,30,22,45,75,6.48,4.985,2,dark purple
97,2,1.0,1.0,76.0,2,9,13,30,52,3.47,4.945,2,dark purple
98,2,2.0,1.0,75.0,30,360,27,57,87,0.12,5.0,1,purple
99,4,1.0,2.0,90.0,2,1125,0,0,0,2.54,4.945,0,pink
100,4,1.0,2.0,63.0,29,1125,3,7,7,0.49,4.8933333333333335,0,pink
101,4,1.5,3.0,65.0,1,365,10,34,64,2.68,4.876666666666667,1,purple
102,2,1.0,1.0,125.0,31,186,23,53,83,0.0,0.0,2,dark purple
103,4,1.0,2.0,96.0,2,14,10,37,67,4.16,4.991666666666667,2,dark purple
104,8,2.5,4.0,198.0,3,30,23,39,69,0.88,4.833333333333333,2,dark purple
105,2,1.0,1.0,85.0,1,30,0,0,0,4.86,4.961666666666667,2,dark purple
106,4,1.0,2.0,100.0,2,6,2,2,29,1.0,5.0,2,dark purple
107,4,1.0,2.0,197.0,2,1125,0,0,0,3.13,4.916666666666667,0,pink
108,8,2.0,3.0,205.0,3,120,0,0,0,1.3,4.928333333333334,2,dark purple
109,2,1.0,1.0,81.0,3,365,6,36,66,0.21,4.988333333333333,1,purple
110,2,1.0,1.0,94.0,1,1125,23,48,61,2.83,4.818333333333333,0,pink
111,6,1.5,3.0,219.0,2,30,22,52,82,0.89,4.866666666666667,2,dark purple
112,2,1.5,2.0,111.0,29,365,1,1,1,0.4,5.0,1,purple
113,4,1.0,2.0,139.0,1,365,23,50,79,2.65,4.910000000000001,1,purple
114,2,1.0,1.0,105.0,1,120,26,56,86,4.3,4.88,2,dark purple
115,2,1.0,1.0,99.0,1,29,0,0,0,4.64,4.9799999999999995,2,dark purple
116,6,1.0,3.0,152.0,2,28,27,57,87,2.49,4.91,2,dark purple
117,2,1.0,1.0,83.0,30,60,28,58,88,2.88,4.966666666666668,2,dark purple
118,2,1.0,1.0,120.0,30,365,21,51,81,1.0,5.0,1,purple
119,6,4.0,3.0,350.0,1,365,12,42,72,1.26,4.993333333333333,1,purple
120,2,1.0,1.0,148.0,1,14,28,57,83,1.72,4.841666666666666,2,dark purple
121,5,2.0,3.0,219.0,1,90,21,42,70,1.5,4.708333333333334,2,dark purple
122,2,1.0,2.0,149.0,30,730,0,25,55,0.0,0.0,1,purple
123,12,4.0,9.0,562.0,2,30,0,0,0,3.53,4.935,2,dark purple
124,6,2.0,4.0,251.0,3,1125,19,45,71,0.96,4.859999999999999,0,pink
125,1,1.0,1.0,56.0,29,365,27,57,87,0.5,5.0,1,purple
126,4,1.0,2.0,71.0,29,180,12,42,72,0.43,4.833333333333333,2,dark purple
127,2,1.0,1.0,86.0,1,365,14,44,74,4.01,4.925,1,purple
128,2,1.0,2.0,111.0,2,365,0,0,0,5.54,4.948333333333333,1,purple
129,4,1.0,2.0,96.0,2,30,11,26,47,5.51,4.9816666666666665,2,dark purple
130,2,1.0,1.0,97.0,30,1125,30,60,90,0.3,4.670000000000001,0,pink
131,2,1.0,1.0,60.0,29,1125,30,60,90,1.82,4.943333333333334,0,pink
132,4,2.5,2.0,300.0,3,1125,12,25,55,1.35,4.928333333333334,0,pink
133,2,1.0,1.0,55.0,29,120,0,0,0,0.17,5.0,2,dark purple
134,4,1.0,1.0,45.0,30,120,30,60,63,0.48,4.918333333333333,2,dark purple
135,2,1.0,1.0,100.0,31,1125,15,45,75,0.1,4.416666666666667,0,pink
136,2,1.0,1.0,139.0,1,14,29,59,85,1.52,4.766666666666666,2,dark purple
137,2,1.0,1.0,156.0,1,14,28,58,84,1.02,4.843333333333333,2,dark purple
138,3,1.0,2.0,166.0,1,1125,28,58,88,5.57,4.973333333333334,0,pink
139,12,2.0,6.0,261.0,3,365,21,51,54,1.73,4.890000000000001,1,purple
140,2,1.0,1.0,70.0,1,1125,23,53,83,4.15,4.908333333333333,0,pink
141,2,1.5,1.0,65.0,1,365,14,44,74,1.88,4.911666666666666,1,purple
142,4,1.0,2.0,234.0,2,1125,25,55,85,3.21,4.7749999999999995,0,pink
143,6,1.5,3.0,254.0,29,365,0,0,27,0.0,0.0,1,purple
144,2,1.0,1.0,50.0,30,1000,30,60,90,1.46,4.693333333333333,0,pink
145,3,1.0,2.0,63.0,1,365,20,20,20,2.01,4.916666666666667,1,purple
146,2,1.0,1.0,89.0,3,30,27,57,87,0.89,4.945,2,dark purple
147,2,1.0,1.0,195.0,30,1125,0,0,0,0.05,4.416666666666667,0,pink
148,4,2.0,4.0,119.0,3,15,12,31,42,0.06,3.8333333333333335,2,dark purple
149,6,1.0,2.0,125.0,29,1125,0,0,0,3.33,4.915,0,pink
150,16,4.5,10.0,457.0,3,30,19,39,63,2.63,4.908333333333333,2,dark purple
151,2,1.0,1.0,146.0,31,1125,0,0,0,0.05,5.0,0,pink
152,2,1.0,1.0,137.0,1,6,0,0,0,1.83,4.986666666666667,2,dark purple
153,1,1.0,1.0,114.0,29,60,2,25,55,2.39,4.966666666666666,2,dark purple
154,4,1.0,1.0,98.0,1,60,20,20,24,2.47,4.873333333333333,2,dark purple
155,4,2.0,3.0,160.0,2,1125,0,26,43,3.3,4.875,0,pink
156,12,2.5,6.0,188.0,1,365,24,54,76,2.82,4.8933333333333335,1,purple
157,3,1.0,3.0,139.0,29,365,0,23,52,0.2,4.666666666666667,1,purple
158,2,1.0,1.0,45.0,30,1125,0,2,32,3.12,4.948333333333334,0,pink
159,2,1.5,1.0,61.0,1,20,28,58,74,0.0,0.0,2,dark purple
160,4,1.0,2.0,94.0,1,365,26,30,57,5.89,4.4783333333333335,1,purple
161,6,2.5,3.0,132.0,2,365,30,60,89,0.0,0.0,1,purple
162,2,1.0,1.0,77.0,2,730,23,53,80,3.26,4.925,1,purple
163,6,2.0,3.0,134.0,2,30,9,21,35,0.56,4.666666666666667,2,dark purple
164,1,1.0,1.0,46.0,1,365,25,53,82,5.84,4.931666666666667,1,purple
165,2,1.0,1.0,42.0,29,365,30,60,90,0.45,5.0,1,purple
166,1,1.0,1.0,57.0,30,365,30,60,90,1.0,4.721666666666667,1,purple
167,4,1.0,2.0,119.0,2,33,30,60,89,0.24,4.933333333333334,2,dark purple
168,4,1.0,2.0,118.0,2,20,26,53,71,4.73,4.918333333333334,2,dark purple
169,6,2.0,3.0,299.0,7,180,0,0,0,1.87,4.786666666666667,2,dark purple
170,6,1.5,3.0,71.0,5,29,23,53,83,0.0,0.0,2,dark purple
171,10,2.0,7.0,329.0,30,1125,30,60,90,0.97,4.9366666666666665,0,pink
172,4,2.0,4.0,114.0,3,15,15,27,27,0.29,4.5,2,dark purple
173,12,3.0,7.0,456.0,2,29,4,27,50,0.0,0.0,2,dark purple
174,2,1.0,1.0,58.0,30,365,28,57,87,0.21,4.0,1,purple
175,2,1.0,1.0,88.0,2,365,8,38,68,0.2,5.0,1,purple
176,3,1.0,1.0,128.0,29,40,30,60,90,0.0,0.0,2,dark purple
177,4,3.5,3.0,300.0,2,60,16,16,16,1.32,4.913333333333333,2,dark purple
178,14,2.5,7.0,907.0,3,30,25,55,85,1.18,4.9333333333333345,2,dark purple
179,3,1.0,2.0,73.0,2,28,30,60,90,3.54,4.78,2,dark purple
180,6,3.0,4.0,250.0,30,365,0,17,47,0.0,0.0,1,purple
181,10,3.0,4.0,348.0,1,1125,26,56,86,2.2,4.863333333333333,0,pink
182,4,2.5,2.0,184.0,3,30,7,7,13,2.33,4.945,2,dark purple
183,1,2.0,1.0,36.0,29,365,27,57,87,0.0,0.0,1,purple
184,2,1.0,1.0,87.0,30,90,0,0,23,0.0,0.0,2,dark purple
185,1,1.0,1.0,59.0,29,1124,27,29,29,0.54,4.88,0,pink
186,3,1.0,1.0,200.0,29,90,28,58,88,0.12,4.91,2,dark purple
187,2,1.0,1.0,63.0,30,60,0,1,2,0.38,4.86,2,dark purple
188,2,1.0,1.0,35.0,29,365,22,52,82,0.64,4.583333333333333,1,purple
189,4,1.0,2.0,149.0,1,30,17,47,77,2.88,5.0,2,dark purple
190,10,3.5,6.0,650.0,2,365,21,51,78,0.74,5.0,1,purple
191,9,2.5,5.0,206.0,1,365,14,32,32,4.47,4.883333333333334,1,purple
192,5,2.0,3.0,63.0,29,365,0,0,0,0.0,0.0,1,purple
193,3,1.0,2.0,73.0,1,40,14,44,74,8.48,4.916666666666667,2,dark purple
194,10,2.0,5.0,450.0,29,365,30,60,90,0.24,5.0,1,purple
195,4,1.0,2.0,88.0,30,365,0,0,0,0.37,5.0,1,purple
196,2,1.5,1.0,137.0,1,731,27,57,87,0.57,4.833333333333333,1,purple
197,5,1.5,2.0,118.0,3,29,0,8,8,2.02,4.935,2,dark purple
198,2,1.5,1.0,186.0,29,365,0,0,0,0.61,4.886666666666667,1,purple
199,4,1.0,2.0,95.0,30,90,30,60,90,0.25,4.833333333333333,2,dark purple
200,2,1.0,1.0,113.0,2,90,21,34,64,2.36,4.956666666666667,2,dark purple
201,3,1.0,1.0,125.0,2,60,0,0,0,3.9,4.9750000000000005,2,dark purple
202,6,1.0,4.0,175.0,29,1125,23,53,83,0.1,4.738333333333334,0,pink
203,2,1.0,1.0,137.0,2,28,29,57,87,3.77,4.966666666666666,2,dark purple
204,4,1.0,2.0,137.0,2,1125,19,44,74,3.13,4.931666666666666,0,pink
205,6,2.0,2.0,250.0,29,365,30,60,90,0.0,0.0,1,purple
206,2,1.0,2.0,100.0,3,28,21,25,25,2.68,4.981666666666667,2,dark purple
207,4,1.0,2.0,100.0,29,365,1,1,1,0.22,4.958333333333333,1,purple
208,6,2.5,3.0,260.0,1,365,22,41,66,0.0,0.0,1,purple
209,2,1.0,1.0,109.0,30,180,30,60,90,0.0,0.0,2,dark purple
210,2,1.5,1.0,86.0,30,365,28,58,88,0.2,5.0,1,purple
211,4,2.0,2.0,190.0,2,90,23,33,33,2.33,4.983333333333334,2,dark purple
212,4,1.0,2.0,170.0,1,365,30,53,83,0.0,0.0,1,purple
213,4,2.0,2.0,218.0,30,365,0,0,0,0.0,0.0,1,purple
214,4,1.0,2.0,70.0,30,1125,0,30,60,0.25,4.966666666666667,0,pink
215,4,1.0,3.0,125.0,3,90,0,0,0,0.98,4.888333333333334,2,dark purple
217,5,2.5,2.0,243.0,2,90,20,50,80,2.5,5.0,2,dark purple
218,4,1.0,1.0,171.0,29,1125,22,22,27,5.18,4.896666666666666,0,pink
219,5,2.0,3.0,175.0,30,180,10,40,70,0.0,0.0,2,dark purple
220,4,1.0,4.0,200.0,1,30,0,0,0,3.3,4.840000000000001,2,dark purple
221,2,1.0,1.0,224.0,30,730,0,0,0,0.2,4.833333333333333,1,purple
222,2,1.0,1.0,158.0,1,365,25,44,60,1.86,4.925,1,purple
223,6,1.0,3.0,99.0,2,15,24,54,84,3.05,4.805000000000001,2,dark purple
224,2,1.0,1.0,60.0,30,180,0,16,46,0.31,5.0,2,dark purple
225,2,1.0,1.0,195.0,1,365,23,50,74,5.05,4.955,1,purple
226,4,1.0,2.0,97.0,29,1125,19,49,79,1.11,4.9433333333333325,0,pink
227,2,1.0,1.0,69.0,29,1125,5,35,65,0.35,4.78,0,pink
228,2,1.0,1.0,94.0,30,180,29,59,89,0.0,0.0,2,dark purple
229,4,2.5,2.0,185.0,2,7,10,16,23,0.32,5.0,2,dark purple
230,2,1.0,1.0,78.0,30,1125,0,0,0,0.03,4.890000000000001,0,pink
231,5,1.0,2.0,85.0,30,365,30,60,90,0.14,5.0,1,purple
232,4,1.0,2.0,59.0,29,150,3,3,3,0.32,4.666666666666667,2,dark purple
233,2,1.0,1.0,255.0,1,365,23,45,65,1.57,4.958333333333333,1,purple
234,6,2.0,3.0,128.0,1,365,18,18,18,0.93,4.721666666666667,1,purple
235,2,1.0,2.0,100.0,2,730,0,0,0,3.24,4.97,1,purple
236,3,2.0,1.0,90.0,29,1125,29,59,89,0.21,5.0,0,pink
237,2,1.0,1.0,55.0,30,1125,0,0,27,0.39,4.7700000000000005,0,pink
238,2,1.0,1.0,61.0,30,180,0,0,0,0.51,4.833333333333333,2,dark purple
239,1,1.0,1.0,44.0,1,29,30,60,90,1.0,4.333333333333333,2,dark purple
240,12,2.0,4.0,505.0,29,365,30,60,90,0.0,0.0,1,purple
241,4,1.0,3.0,93.0,1,7,0,0,0,5.27,4.903333333333334,2,dark purple
242,3,1.0,2.0,76.0,29,365,30,60,90,0.17,4.890000000000001,1,purple
243,2,1.0,3.0,84.0,2,45,14,40,60,4.14,4.9783333333333335,2,dark purple
244,4,1.0,2.0,75.0,29,365,0,0,0,0.57,5.0,1,purple
245,2,1.0,1.0,61.0,90,1125,30,60,90,0.04,4.916666666666667,0,pink
246,6,1.0,3.0,120.0,30,365,9,9,9,0.5,5.0,1,purple
247,3,1.0,1.0,90.0,2,1125,22,48,75,4.39,5.0,0,pink
248,4,2.0,2.0,98.0,30,1125,0,0,0,0.1,4.923333333333333,0,pink
249,2,1.0,1.0,65.0,30,365,29,59,89,0.0,0.0,1,purple
250,6,2.0,3.0,138.0,1,365,24,54,84,1.98,4.836666666666667,1,purple
251,2,1.5,1.0,85.0,30,365,1,1,28,0.0,0.0,1,purple
252,2,1.0,1.0,61.0,29,90,0,0,0,0.25,4.875,2,dark purple
253,4,1.0,1.0,110.0,1,1125,1,22,52,3.4,4.988333333333333,0,pink
254,2,2.0,1.0,132.0,29,365,29,59,89,0.0,0.0,1,purple
255,2,1.0,1.0,50.0,29,1125,23,53,83,1.54,4.896666666666667,0,pink
256,2,1.0,1.0,60.0,30,365,29,59,89,1.0,5.0,1,purple
257,7,3.0,3.0,200.0,29,365,30,60,90,0.0,0.0,1,purple
258,1,1.0,1.0,46.0,1,29,25,55,85,1.0,5.0,2,dark purple
259,4,1.0,2.0,75.0,2,7,25,55,85,1.73,4.760000000000001,2,dark purple
260,2,1.0,1.0,148.0,29,30,19,49,79,0.07,4.933333333333334,2,dark purple
261,2,1.0,1.0,67.0,30,365,22,52,82,0.2,4.666666666666667,1,purple
262,2,1.0,1.0,135.0,30,365,0,10,40,0.0,0.0,1,purple
263,2,1.0,1.0,72.0,30,89,30,60,90,0.05,5.0,2,dark purple
264,2,1.0,1.0,86.0,2,30,0,0,0,3.18,4.955,2,dark purple
265,3,1.0,2.0,61.0,1,29,16,46,76,4.9,4.863333333333333,2,dark purple
266,7,4.5,4.0,500.0,1,1125,10,40,67,2.2,4.9433333333333325,0,pink
267,2,1.0,1.0,97.0,30,180,29,59,89,0.0,0.0,2,dark purple
268,4,1.0,2.0,104.0,3,1125,2,22,52,0.0,0.0,0,pink
269,4,1.0,2.0,75.0,1,14,0,0,1,2.41,4.915,2,dark purple
270,4,1.0,2.0,110.0,30,365,30,60,90,0.0,0.0,1,purple
271,4,1.0,3.0,88.0,29,365,0,0,0,0.0,0.0,1,purple
272,2,1.0,1.0,68.0,29,1125,3,3,3,0.4,4.183333333333334,0,pink
273,4,2.0,2.0,115.0,1,1125,27,57,84,1.81,4.845000000000001,0,pink
274,8,2.0,3.0,212.0,30,365,28,58,88,0.0,0.0,1,purple
275,2,1.0,1.0,99.0,1,14,23,52,82,2.25,4.9799999999999995,2,dark purple
276,6,2.5,3.0,370.0,1,29,0,24,51,1.4,4.971666666666667,2,dark purple
277,2,1.0,1.0,75.0,30,365,0,0,0,0.0,0.0,1,purple
278,2,1.0,1.0,41.0,30,1125,0,26,56,0.19,4.501666666666666,0,pink
279,2,1.0,1.0,85.0,30,62,30,60,90,0.15,5.0,2,dark purple
280,2,1.0,1.0,150.0,2,365,30,60,90,1.75,4.833333333333333,1,purple
281,2,1.5,1.0,62.0,30,365,30,60,90,0.0,0.0,1,purple
282,3,1.0,1.0,88.0,30,365,2,2,31,0.27,3.5,1,purple
283,9,5.0,5.0,488.0,2,29,0,0,0,0.89,4.971666666666667,2,dark purple
284,2,1.0,1.0,105.0,2,1125,0,0,0,3.26,4.951666666666667,0,pink
285,3,1.0,1.0,80.0,29,1125,30,60,90,0.4,4.948333333333334,0,pink
286,4,2.5,2.0,250.0,3,14,0,0,0,0.46,5.0,2,dark purple
287,4,2.5,3.0,276.0,3,180,0,0,0,1.46,4.958333333333333,2,dark purple
288,4,1.0,2.0,92.0,30,1125,17,47,77,0.37,4.8566666666666665,0,pink
289,4,2.0,2.0,115.0,30,1125,1,31,61,5.12,4.901666666666666,0,pink
290,2,1.0,1.0,115.0,3,14,3,3,3,1.42,4.98,2,dark purple
291,6,1.0,2.0,91.0,2,100,4,8,8,1.11,5.0,2,dark purple
292,8,2.0,5.0,204.0,1,731,17,45,75,4.0,4.833333333333333,1,purple
293,6,3.5,3.0,298.0,29,365,29,59,89,0.0,0.0,1,purple
294,2,1.0,1.0,51.0,1,14,7,22,49,1.77,4.876666666666666,2,dark purple
295,11,2.5,5.0,347.0,3,120,0,0,0,1.02,4.953333333333334,2,dark purple
296,5,1.0,2.0,145.0,29,700,26,52,76,1.58,4.911666666666666,1,purple
297,2,1.0,1.0,161.0,31,1125,0,0,0,0.0,0.0,0,pink
298,2,1.0,1.0,75.0,30,365,29,59,89,0.0,0.0,1,purple
299,4,1.0,2.0,96.0,1,365,24,54,84,6.64,4.701666666666667,1,purple
300,2,1.0,1.0,53.0,29,1125,6,6,6,1.77,4.855,0,pink
301,6,1.0,3.0,110.0,2,60,0,0,0,3.17,4.921666666666667,2,dark purple
302,5,1.0,3.0,186.0,2,1125,25,50,80,1.32,4.8999999999999995,0,pink
303,4,2.0,4.0,168.0,30,120,0,0,22,0.57,5.0,2,dark purple
304,4,3.0,2.0,255.0,2,28,3,12,30,1.58,4.989999999999999,2,dark purple
305,4,1.0,1.0,91.0,2,28,17,47,77,5.44,4.961666666666667,2,dark purple
306,2,1.0,1.0,55.0,30,1125,0,0,17,0.27,4.925,0,pink
307,6,4.5,3.0,395.0,2,365,15,26,52,3.7,5.0,1,purple
308,4,1.0,2.0,155.0,1,1125,20,35,57,6.63,4.928333333333334,0,pink
309,2,1.0,1.0,120.0,30,365,30,60,90,0.0,0.0,1,purple
310,2,1.0,1.0,131.0,1,1125,15,45,75,6.98,4.97,0,pink
311,2,1.0,2.0,85.0,3,29,19,42,42,1.5,4.961666666666667,2,dark purple
312,3,1.0,2.0,54.0,1,1125,28,32,32,5.86,4.8933333333333335,0,pink
313,4,1.0,1.0,93.0,1,29,12,30,42,9.83,4.715,2,dark purple
314,4,1.0,2.0,85.0,29,1125,29,31,31,0.12,4.665,0,pink
315,1,1.0,1.0,35.0,29,180,1,27,54,0.33,4.98,2,dark purple
316,5,1.0,2.0,94.0,30,1125,11,29,49,3.0,4.955,0,pink
317,4,1.0,2.0,109.0,2,1125,22,52,82,6.49,4.918333333333333,0,pink
318,2,1.5,1.0,135.0,1,365,21,49,49,0.15,5.0,1,purple
319,2,1.0,1.0,65.0,30,1125,30,60,90,0.49,4.826666666666667,0,pink
320,3,1.0,2.0,126.0,2,30,27,57,84,2.43,4.968333333333333,2,dark purple
321,6,3.0,3.0,220.0,30,1125,0,0,0,0.23,4.928333333333334,0,pink
322,12,2.0,6.0,250.0,30,1125,30,60,90,0.0,0.0,0,pink
323,7,2.0,5.0,250.0,30,365,29,59,89,0.0,0.0,1,purple
324,6,2.0,4.0,133.0,2,365,24,54,84,0.0,0.0,1,purple
325,6,3.5,3.0,244.0,3,30,5,17,37,1.1,4.871666666666667,2,dark purple
326,5,1.0,2.0,122.0,2,365,0,0,0,1.9,4.8999999999999995,1,purple
327,2,2.0,1.0,110.0,1,7,0,0,0,0.9,5.0,2,dark purple
328,6,2.0,3.0,315.0,1,1125,28,58,88,4.87,4.991666666666666,0,pink
