,guest_count,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,reviews_per_month,average_ratings,clusters,cluster
1173,8,3.5,5.0,165.0,2,60,13,40,70,0.0,0.0,2,dark purple
1174,8,1.0,3.0,129.0,1,29,19,49,79,5.11,4.838333333333334,2,dark purple
1175,6,2.5,4.0,220.0,4,1125,0,22,52,0.61,4.96,0,pink
1176,2,1.0,1.0,69.0,29,90,0,0,0,0.22,4.833333333333333,2,dark purple
1177,8,2.0,3.0,178.0,31,1125,30,60,90,0.12,4.796666666666666,0,pink
1178,4,1.0,2.0,100.0,3,365,0,0,0,2.5,4.958333333333333,1,purple
1179,2,1.0,1.0,104.0,2,21,0,0,0,5.0,4.95,2,dark purple
1180,2,1.5,1.0,36.0,29,60,25,53,83,0.53,4.333333333333333,2,dark purple
1181,6,2.0,3.0,120.0,29,365,27,57,87,0.12,5.0,1,purple
1182,2,1.0,1.0,92.0,1,60,0,0,0,3.57,4.873333333333334,2,dark purple
1183,2,1.0,1.0,96.0,30,365,30,60,90,0.0,0.0,1,purple
1184,8,2.0,4.0,210.0,30,180,0,0,27,0.48,5.0,2,dark purple
1185,4,1.0,2.0,120.0,30,1000,0,0,0,1.16,4.896666666666667,0,pink
1186,3,1.0,1.0,61.0,1,14,23,52,59,5.67,4.928333333333334,2,dark purple
1187,2,1.0,1.0,93.0,1,1125,8,28,51,5.05,4.93,0,pink
1188,6,3.5,3.0,232.0,30,1125,7,7,7,0.04,5.0,0,pink
1189,5,1.0,2.0,71.0,2,30,24,54,84,1.24,4.638333333333334,2,dark purple
1190,2,1.0,1.0,194.0,30,730,0,0,0,0.0,0.0,1,purple
1191,4,1.0,2.0,175.0,1,365,16,34,62,2.96,4.930000000000001,1,purple
1192,5,1.5,3.0,159.0,29,365,0,0,14,0.33,5.0,1,purple
1193,2,1.0,1.0,115.0,29,365,8,29,59,0.41,5.0,1,purple
1194,6,2.0,5.0,301.0,3,1125,0,0,0,3.58,4.901666666666667,0,pink
1195,2,1.0,1.0,101.0,2,31,8,26,56,5.25,4.866666666666667,2,dark purple
1196,12,4.5,7.0,573.0,3,365,22,40,70,2.61,4.985,1,purple
1197,5,1.0,3.0,96.0,2,30,10,28,58,1.5,4.8999999999999995,2,dark purple
1198,6,1.0,3.0,143.0,2,1125,28,58,88,1.72,4.8116666666666665,0,pink
1199,2,1.0,1.0,86.0,29,29,30,60,90,0.0,0.0,2,dark purple
1200,2,1.0,1.0,131.0,30,365,26,56,86,0.29,4.916666666666667,1,purple
1201,2,1.0,2.0,120.0,2,1125,25,55,75,5.66,4.9799999999999995,0,pink
1202,4,2.5,2.0,132.0,30,1125,12,42,72,0.11,4.846666666666667,0,pink
1203,2,1.0,1.0,106.0,1,720,28,58,88,1.65,4.591666666666666,1,purple
1204,4,1.0,3.0,135.0,29,60,30,60,90,0.26,4.633333333333334,2,dark purple
1205,3,1.0,1.0,177.0,1,1125,0,0,0,8.98,4.983333333333333,0,pink
1206,4,1.0,2.0,125.0,29,180,30,60,90,3.34,4.923333333333333,2,dark purple
1207,12,3.5,6.0,362.0,2,180,10,37,58,3.05,4.836666666666667,2,dark purple
1208,2,1.0,1.0,99.0,29,99,29,59,89,2.89,4.8999999999999995,2,dark purple
1209,4,1.0,2.0,142.0,30,1125,28,58,88,0.0,0.0,0,pink
1210,4,1.0,3.0,140.0,3,1125,0,23,53,1.55,4.96,0,pink
1211,2,1.0,2.0,91.0,30,1125,0,0,0,0.0,0.0,0,pink
1212,2,1.0,2.0,80.0,1,1125,15,35,65,3.08,4.798333333333334,0,pink
1213,4,2.5,2.0,156.0,2,1125,19,49,79,1.75,4.988333333333333,0,pink
1214,2,1.0,1.0,60.0,29,90,23,53,83,0.94,4.928333333333334,2,dark purple
1215,2,1.0,1.0,60.0,30,1125,30,60,90,1.23,4.833333333333333,0,pink
1216,2,1.0,1.0,139.0,1,14,29,59,85,0.56,4.916666666666667,2,dark purple
1217,6,2.5,2.0,243.0,2,9,25,55,85,2.16,4.948333333333333,2,dark purple
1218,6,3.0,3.0,206.0,30,365,28,58,88,0.0,0.0,1,purple
1219,3,1.0,1.0,62.0,30,365,0,24,54,0.33,5.0,1,purple
1220,1,1.0,1.0,91.0,1,5,0,0,0,2.83,4.9799999999999995,2,dark purple
1221,2,1.0,2.0,89.0,2,30,25,28,55,5.17,4.9433333333333325,2,dark purple
1222,3,1.0,1.0,110.0,1,1125,11,41,71,5.69,4.920000000000001,0,pink
1223,2,1.5,1.0,130.0,29,90,3,3,3,0.31,4.886666666666667,2,dark purple
1224,2,1.0,1.0,129.0,29,1125,0,24,54,2.4,4.911666666666666,0,pink
1225,2,1.0,1.0,86.0,30,1125,29,59,89,0.34,4.85,0,pink
1226,6,1.0,3.0,170.0,29,1125,26,56,86,5.12,4.913333333333333,0,pink
1227,8,2.0,6.0,250.0,29,365,0,26,56,0.0,0.0,1,purple
1228,1,1.0,1.0,24.0,1,90,29,59,89,2.13,4.636666666666668,2,dark purple
1229,4,1.0,2.0,95.0,2,365,22,23,23,0.0,0.0,1,purple
1230,2,1.0,1.0,68.0,2,1125,14,41,71,4.73,4.816666666666666,0,pink
1231,6,1.0,2.0,91.0,1,1125,23,52,82,1.38,4.351666666666667,0,pink
1232,3,1.0,1.0,171.0,2,365,8,25,54,1.0,5.0,1,purple
1233,4,1.0,1.0,136.0,1,25,15,39,61,3.93,4.965,2,dark purple
1234,4,1.0,2.0,115.0,30,1125,29,59,89,0.7,4.806666666666667,0,pink
1235,2,1.0,1.0,216.0,29,1125,26,53,78,0.0,0.0,0,pink
1236,3,1.0,1.0,113.0,4,365,1,8,8,0.98,4.84,1,purple
1237,4,1.0,3.0,124.0,3,28,21,44,74,4.58,4.986666666666667,2,dark purple
1238,5,2.0,3.0,228.0,1,90,27,57,87,10.51,4.791666666666667,2,dark purple
1239,4,1.0,2.0,233.0,2,365,25,55,85,1.95,4.875,1,purple
1240,2,1.0,1.0,145.0,3,31,1,27,57,0.33,4.966666666666667,2,dark purple
1241,6,2.0,5.0,250.0,30,365,0,0,14,0.25,5.0,1,purple
1242,6,2.0,3.0,214.0,1,365,23,49,79,1.26,4.916666666666666,1,purple
1243,4,2.5,2.0,571.0,29,1125,30,60,90,0.49,4.905,0,pink
1244,6,2.0,3.0,386.0,1,1125,23,53,83,0.22,4.67,0,pink
1245,8,2.0,6.0,267.0,3,120,0,0,0,1.39,4.928333333333334,2,dark purple
1246,2,1.0,1.0,193.0,1,60,0,0,0,6.78,4.983333333333333,2,dark purple
1247,6,1.0,3.0,125.0,1,1125,13,38,68,3.25,4.953333333333334,0,pink
1248,2,1.0,1.0,59.0,30,1125,14,26,56,0.29,4.743333333333333,0,pink
1249,2,1.0,1.0,193.0,1,365,26,53,76,1.71,4.876666666666666,1,purple
1250,2,1.0,1.0,111.0,1,365,19,49,78,7.03,4.841666666666667,1,purple
1251,3,1.0,2.0,165.0,3,28,0,1,1,1.47,4.953333333333333,2,dark purple
1252,2,1.0,1.0,73.0,1,1125,27,47,77,8.91,4.946666666666666,0,pink
1253,2,1.0,1.0,79.0,2,1125,28,58,83,3.15,4.94,0,pink
1254,2,1.0,1.0,149.0,30,180,30,60,90,0.0,0.0,2,dark purple
1255,8,2.5,5.0,261.0,2,28,8,33,54,3.71,4.896666666666667,2,dark purple
1256,2,1.0,1.0,204.0,4,60,12,12,12,1.02,4.823333333333333,2,dark purple
1257,2,1.0,1.0,124.0,3,31,20,24,24,1.75,4.9783333333333335,2,dark purple
1258,5,1.5,3.0,120.0,1,1125,27,57,78,1.1,4.555,0,pink
1259,4,1.0,2.0,116.0,1,28,14,44,74,4.83,4.95,2,dark purple
1260,4,2.5,2.0,75.0,29,365,0,0,28,0.38,4.5,1,purple
1261,2,1.0,1.0,69.0,60,275,3,3,21,0.27,4.9816666666666665,1,purple
1262,7,2.0,4.0,399.0,1,365,30,60,90,0.66,4.928333333333334,1,purple
1263,2,1.0,1.0,112.0,3,21,19,30,30,0.36,4.975,2,dark purple
1264,2,1.0,1.0,118.0,29,365,27,57,87,4.09,4.95,1,purple
1265,2,1.0,1.0,115.0,30,1125,30,60,90,2.93,4.876666666666666,0,pink
1266,12,3.5,6.0,500.0,30,1125,30,60,90,0.27,4.925,0,pink
1267,2,1.0,1.0,115.0,30,365,0,1,1,0.22,5.0,1,purple
1268,2,1.0,2.0,120.0,30,365,6,36,66,0.21,5.0,1,purple
1269,4,1.0,2.0,149.0,4,1125,26,47,72,0.75,4.908333333333334,0,pink
1270,2,2.0,1.0,188.0,30,365,23,53,83,0.0,0.0,1,purple
1271,9,2.5,5.0,176.0,2,25,26,56,86,0.59,4.813333333333334,2,dark purple
1272,4,1.0,1.0,109.0,29,365,30,60,90,0.7,4.865,1,purple
1273,4,2.0,2.0,115.0,1,365,18,48,78,2.36,4.821666666666666,1,purple
1274,8,3.5,6.0,200.0,30,365,0,26,56,0.26,4.885000000000001,1,purple
1275,2,1.0,1.0,139.0,1,14,29,59,85,0.9,4.773333333333334,2,dark purple
1276,2,1.0,1.0,38.0,1,10,0,0,0,0.91,4.933333333333334,2,dark purple
1277,8,2.5,4.0,218.0,2,730,27,54,84,2.52,4.838333333333333,1,purple
1278,4,2.0,2.0,163.0,31,1125,0,10,40,0.0,0.0,0,pink
1279,4,1.0,2.0,94.0,29,365,0,26,56,0.9,4.966666666666667,1,purple
1280,2,1.0,1.0,93.0,3,1125,25,55,85,4.05,4.928333333333334,0,pink
1281,2,1.0,1.0,265.0,30,180,30,60,90,0.16,4.805,2,dark purple
1282,10,2.5,5.0,195.0,30,365,29,59,89,1.11,4.833333333333333,1,purple
1283,6,2.0,4.0,278.0,3,1125,0,0,0,3.5,4.905,0,pink
1284,4,1.0,2.0,86.0,30,90,0,28,58,0.41,5.0,2,dark purple
1285,2,1.0,1.0,50.0,30,180,30,34,34,0.17,4.96,2,dark purple
1286,4,1.5,2.0,133.0,3,365,17,35,65,2.39,4.918333333333334,1,purple
1287,10,4.0,6.0,383.0,29,60,30,60,63,1.51,4.996666666666667,2,dark purple
1288,2,1.0,1.0,187.0,30,1125,0,0,0,0.1,4.933333333333334,0,pink
1289,2,1.0,1.0,176.0,1,90,0,0,0,2.92,4.756666666666667,2,dark purple
1290,6,2.5,3.0,155.0,29,500,17,47,77,0.98,4.783333333333333,1,purple
1291,5,1.0,2.0,99.0,29,365,14,31,61,1.14,4.925,1,purple
1292,4,1.0,1.0,120.0,1,1125,14,40,68,8.94,4.995,0,pink
1293,2,1.0,1.0,170.0,29,30,26,56,86,0.19,4.783333333333334,2,dark purple
1294,2,1.0,1.0,88.0,29,35,27,57,87,0.0,0.0,2,dark purple
1295,2,1.0,1.0,78.0,1,3,10,26,26,1.65,4.961666666666667,2,dark purple
1296,2,1.0,1.0,53.0,30,1125,0,0,0,0.23,4.859999999999999,0,pink
1297,3,1.0,1.0,57.0,29,120,0,0,1,0.18,4.445,2,dark purple
1298,4,1.0,2.0,113.0,2,365,0,12,42,0.58,4.666666666666667,1,purple
1299,8,2.5,4.0,195.0,29,365,11,11,17,0.27,4.966666666666666,1,purple
1300,14,3.5,7.0,515.0,30,180,0,0,0,3.45,4.958333333333333,2,dark purple
1301,2,1.0,1.0,159.0,2,21,25,55,85,5.23,4.976666666666667,2,dark purple
1302,4,2.5,3.0,185.0,29,1125,30,60,90,0.06,5.0,0,pink
1303,2,1.0,2.0,60.0,180,1125,0,0,0,0.2,4.7716666666666665,0,pink
1304,1,1.0,1.0,43.0,29,365,30,60,90,0.0,0.0,1,purple
1305,2,1.0,1.0,44.0,30,90,27,57,86,0.0,0.0,2,dark purple
1306,1,1.0,1.0,50.0,30,1125,0,0,9,0.28,4.833333333333333,0,pink
1307,8,2.0,5.0,160.0,1,29,23,53,83,2.64,4.793333333333333,2,dark purple
1308,5,1.0,3.0,143.0,29,365,4,34,64,0.0,0.0,1,purple
1309,1,2.0,1.0,200.0,60,365,30,60,89,0.06,4.888333333333333,1,purple
1310,3,1.0,1.0,39.0,29,365,30,60,90,0.0,0.0,1,purple
1311,2,1.5,3.0,125.0,31,60,29,59,89,0.09,4.7683333333333335,2,dark purple
1312,1,2.0,1.0,65.0,30,365,30,60,90,0.05,4.666666666666667,1,purple
1313,4,1.0,2.0,161.0,2,365,19,49,67,3.72,4.898333333333333,1,purple
1314,4,2.0,2.0,128.0,29,365,30,60,90,0.34,4.833333333333333,1,purple
1315,4,1.0,2.0,98.0,2,30,27,50,69,5.48,4.963333333333334,2,dark purple
1316,5,2.5,2.0,250.0,29,1125,30,60,90,0.07,4.583333333333333,0,pink
1317,4,1.0,3.0,90.0,30,90,30,60,90,0.03,5.0,2,dark purple
1318,2,1.0,1.0,59.0,30,365,6,6,6,0.39,4.916666666666667,1,purple
1319,4,1.0,2.0,119.0,2,29,10,35,65,3.38,4.968333333333333,2,dark purple
1320,3,2.0,1.0,55.0,30,365,30,60,90,0.15,1.6666666666666667,1,purple
1321,6,2.0,3.0,99.0,2,29,24,54,84,1.9,4.825,2,dark purple
1322,4,1.0,2.0,145.0,2,27,0,1,1,2.95,4.888333333333333,2,dark purple
1323,7,1.0,4.0,136.0,24,29,19,49,79,1.7,4.885,2,dark purple
1324,2,1.0,1.0,73.0,2,1125,27,57,87,3.23,4.883333333333333,0,pink
1325,2,1.0,1.0,79.0,29,1125,0,26,56,5.63,4.876666666666667,0,pink
1326,3,1.5,1.0,179.0,185,365,24,54,84,0.49,4.833333333333333,1,purple
1327,4,1.0,2.0,153.0,2,14,21,25,25,1.25,5.0,2,dark purple
1328,2,1.0,1.0,90.0,30,365,0,0,13,0.41,4.766666666666667,1,purple
1329,8,3.5,5.0,420.0,3,14,0,0,26,0.99,4.87,2,dark purple
1330,4,1.0,2.0,82.0,1,30,21,51,81,1.66,4.624999999999999,2,dark purple
1331,4,1.0,2.0,128.0,2,28,28,58,84,4.46,4.97,2,dark purple
1332,4,2.0,2.0,157.0,29,1125,0,0,0,0.23,4.958333333333333,0,pink
1333,4,2.0,2.0,138.0,2,28,0,0,0,1.12,4.861666666666667,2,dark purple
1334,8,3.0,4.0,300.0,30,90,23,53,83,0.3,4.99,2,dark purple
1335,4,1.0,2.0,65.0,1,1125,12,42,72,2.87,4.930000000000001,0,pink
1336,2,1.0,1.0,46.0,1,1125,6,6,6,2.01,5.0,0,pink
1337,4,2.5,3.0,86.0,30,365,30,43,60,1.07,4.971666666666667,1,purple
1338,8,2.5,5.0,100.0,29,1125,0,25,55,0.43,5.0,0,pink
1339,6,2.0,2.0,138.0,1,14,17,32,48,3.06,4.878333333333334,2,dark purple
1340,8,2.0,9.0,45.0,1,14,28,58,88,0.9,4.908333333333333,2,dark purple
1341,4,1.0,1.0,100.0,30,1125,0,0,0,0.29,4.935,0,pink
1342,6,1.0,2.0,83.0,29,365,0,0,0,0.0,0.0,1,purple
1343,2,1.0,1.0,60.0,29,365,6,36,66,1.0,5.0,1,purple
1344,3,1.0,1.0,76.0,30,365,27,57,87,0.27,4.666666666666667,1,purple
1345,3,1.0,2.0,83.0,2,30,27,52,82,1.54,5.0,2,dark purple
1346,3,1.0,2.0,62.0,29,60,16,37,67,4.96,4.93,2,dark purple
1347,6,1.0,3.0,122.0,1,365,30,56,86,2.2,4.918333333333333,1,purple
1348,1,1.0,1.0,103.0,1,365,30,60,90,0.0,0.0,1,purple
1349,8,1.0,2.0,89.0,1,1125,26,56,86,2.21,4.45,0,pink
1350,6,2.0,3.0,125.0,180,1125,0,0,0,0.38,4.975,0,pink
1351,2,1.0,1.0,80.0,1,30,26,56,86,2.56,4.6866666666666665,2,dark purple
1352,6,1.0,3.0,146.0,30,90,10,40,70,3.88,4.8999999999999995,2,dark purple
1353,8,2.0,5.0,215.0,29,365,30,60,90,0.0,0.0,1,purple
1354,2,1.0,1.0,66.0,29,1125,30,60,90,0.34,4.946666666666666,0,pink
1355,4,2.5,3.0,125.0,29,365,23,53,83,0.0,0.0,1,purple
1356,2,1.0,1.0,128.0,3,1125,4,6,36,2.93,4.908333333333333,0,pink
1357,2,1.0,1.0,182.0,29,180,30,60,79,1.11,4.791666666666666,2,dark purple
1358,4,2.0,2.0,84.0,29,365,30,60,90,0.0,0.0,1,purple
1359,4,1.0,2.0,136.0,2,365,6,36,39,4.09,4.984999999999999,1,purple
1360,1,1.0,1.0,105.0,1,7,23,53,83,2.18,5.0,2,dark purple
1361,4,1.0,2.0,152.0,2,1125,29,59,89,2.83,4.983333333333334,0,pink
1362,6,3.5,3.0,119.0,29,180,27,31,31,3.33,4.973333333333334,2,dark purple
1363,4,1.5,2.0,225.0,29,180,23,53,83,0.15,4.351666666666667,2,dark purple
1364,2,1.0,1.0,120.0,30,365,0,0,27,0.21,4.916666666666667,1,purple
1365,2,1.0,2.0,97.0,3,60,21,51,74,3.98,4.926666666666667,2,dark purple
1366,2,1.0,1.0,90.0,1,2,30,60,90,1.13,4.680000000000001,2,dark purple
1367,6,1.0,3.0,109.0,2,60,15,45,75,4.35,4.851666666666667,2,dark purple
1368,2,1.5,1.0,84.0,30,365,0,0,0,0.31,4.166666666666667,1,purple
1369,11,3.0,7.0,380.0,2,365,20,42,66,1.64,4.82,1,purple
1370,4,1.0,2.0,150.0,2,60,21,51,54,4.51,4.956666666666667,2,dark purple
1371,5,1.0,3.0,178.0,1,1125,15,45,75,3.0,4.876666666666667,0,pink
1372,2,1.0,1.0,94.0,30,180,30,60,90,0.0,0.0,2,dark purple
1373,2,1.0,1.0,65.0,45,200,0,0,11,0.38,4.9799999999999995,2,dark purple
1374,1,1.5,1.0,65.0,29,1125,29,59,89,0.2,4.9383333333333335,0,pink
1375,3,1.0,1.0,67.0,30,365,1,29,59,0.32,4.583333333333333,1,purple
1376,5,3.0,2.0,189.0,2,1125,18,48,78,1.35,4.735,0,pink
1377,2,1.0,1.0,129.0,30,365,0,0,0,0.0,0.0,1,purple
1378,2,1.5,1.0,145.0,3,365,0,0,0,1.52,4.933333333333334,1,purple
1379,6,1.0,3.0,246.0,2,1125,13,38,64,1.54,4.908333333333334,0,pink
1380,6,2.0,3.0,313.0,30,365,9,39,69,0.06,5.0,1,purple
1381,4,1.0,2.0,148.0,1,365,19,19,19,0.94,4.833333333333333,1,purple
1382,6,2.0,3.0,714.0,29,1125,30,60,90,1.27,4.696666666666666,0,pink
1383,2,1.0,1.0,139.0,1,15,29,59,85,0.85,4.67,2,dark purple
1384,2,1.0,1.0,105.0,29,365,0,17,20,0.44,5.0,1,purple
1385,2,1.0,1.0,89.0,1,100,27,55,84,6.9,4.933333333333333,2,dark purple
1386,6,2.5,4.0,385.0,2,60,28,58,88,2.27,4.8500000000000005,2,dark purple
1387,2,1.0,1.0,70.0,30,1125,30,60,90,0.3,4.966666666666667,0,pink
1388,2,1.0,1.0,50.0,30,360,2,2,2,3.27,4.918333333333334,1,purple
1389,4,1.0,1.0,100.0,30,365,22,52,82,0.16,4.333333333333333,1,purple
1390,4,1.0,2.0,112.0,1,29,15,40,70,4.75,4.956666666666667,2,dark purple
1391,6,1.0,2.0,135.0,29,1125,30,60,90,0.85,4.838333333333334,0,pink
1392,2,1.0,1.0,94.0,31,1125,30,60,90,0.0,0.0,0,pink
1393,14,3.5,8.0,373.0,29,1125,30,60,90,1.75,4.858333333333333,0,pink
1394,8,4.5,5.0,295.0,3,60,0,0,0,1.19,5.0,2,dark purple
1395,3,1.0,1.0,57.0,30,1125,26,56,86,0.43,5.0,0,pink
1396,4,1.0,2.0,117.0,30,365,30,60,90,0.29,4.648333333333333,1,purple
1397,3,1.0,2.0,91.0,30,365,0,0,19,0.45,4.8133333333333335,1,purple
1398,2,1.0,1.0,54.0,60,365,30,60,90,0.2,4.945,1,purple
1399,4,2.0,2.0,116.0,1,90,0,0,0,1.86,4.931666666666666,2,dark purple
1400,4,1.0,2.0,100.0,29,365,0,20,50,0.23,4.833333333333333,1,purple
1401,3,1.0,1.0,95.0,3,1125,21,51,81,2.69,4.973333333333333,0,pink
1402,4,1.0,2.0,106.0,2,29,12,42,60,2.89,4.966666666666668,2,dark purple
1403,2,1.0,1.0,60.0,3,730,12,29,53,2.05,4.963333333333333,1,purple
1404,2,1.5,1.0,95.0,2,90,29,59,89,1.48,4.871666666666667,2,dark purple
1405,6,4.0,2.0,395.0,29,1125,0,26,56,0.68,4.943333333333333,0,pink
1406,2,1.0,1.0,77.0,2,60,0,26,56,3.81,4.885,2,dark purple
1407,4,1.0,2.0,143.0,1,1125,13,28,32,2.89,4.878333333333334,0,pink
1408,7,2.0,4.0,589.0,2,45,28,53,74,2.81,4.915,2,dark purple
1409,2,1.0,1.0,108.0,29,1125,30,60,90,0.69,4.841666666666667,0,pink
1410,2,1.0,1.0,102.0,31,1125,23,50,50,0.0,0.0,0,pink
1411,4,1.0,2.0,82.0,2,1125,0,0,0,1.0,4.888333333333333,0,pink
1412,3,1.0,2.0,94.0,2,1125,28,58,88,3.8,4.918333333333333,0,pink
1413,6,2.0,3.0,152.0,1,365,7,7,7,3.86,4.951666666666667,1,purple
1414,6,2.0,3.0,113.0,29,120,29,59,89,0.0,0.0,2,dark purple
1415,4,1.0,2.0,471.0,2,365,0,0,0,2.05,4.930000000000001,1,purple
1416,3,1.0,1.0,197.0,2,365,25,55,85,2.52,4.941666666666667,1,purple
1417,6,3.0,3.0,404.0,4,1125,28,58,88,0.96,4.89,0,pink
1418,7,2.0,3.0,130.0,30,365,30,60,90,0.53,4.723333333333333,1,purple
1419,2,2.0,1.0,100.0,29,90,27,57,87,0.12,5.0,2,dark purple
1420,6,1.0,3.0,107.0,3,28,26,56,86,3.41,4.95,2,dark purple
1421,2,1.0,2.0,76.0,3,7,8,38,38,1.43,4.948333333333333,2,dark purple
1422,6,2.5,3.0,371.0,2,1125,21,49,79,2.6,4.856666666666666,0,pink
1423,5,1.0,5.0,123.0,29,1125,30,60,90,0.0,0.0,0,pink
1424,2,1.0,1.0,127.0,1,365,28,58,88,2.0,5.0,1,purple
1425,2,1.0,1.0,119.0,1,1125,13,13,13,5.6,4.968333333333333,0,pink
1426,2,1.0,1.0,192.0,31,1125,0,0,0,0.04,5.0,0,pink
1427,1,1.0,1.0,50.0,29,365,0,0,0,0.0,0.0,1,purple
1428,4,2.0,2.0,99.0,30,1125,0,0,0,0.1,4.805,0,pink
1429,2,1.0,1.0,93.0,30,180,29,59,89,0.0,0.0,2,dark purple
1430,2,1.0,1.0,110.0,29,1125,15,15,15,0.45,4.918333333333333,0,pink
1431,2,1.0,1.0,82.0,30,730,0,0,0,1.0,5.0,1,purple
1432,7,1.5,2.0,280.0,1,365,8,24,54,8.0,4.916666666666667,1,purple
1433,6,2.0,3.0,199.0,2,28,11,17,39,2.71,4.97,2,dark purple
1434,9,2.5,5.0,181.0,29,365,27,57,87,0.21,5.0,1,purple
1435,2,1.0,2.0,80.0,30,365,0,0,0,0.0,0.0,1,purple
1436,4,3.0,2.0,300.0,3,30,22,51,81,0.92,5.0,2,dark purple
1437,2,1.0,1.0,82.0,30,120,14,44,74,0.0,0.0,2,dark purple
1438,2,1.0,1.0,149.0,1,365,30,60,90,1.75,4.94,1,purple
1439,2,1.0,1.0,150.0,57,730,3,5,6,0.0,0.0,1,purple
1440,2,1.0,1.0,84.0,30,180,30,60,90,0.0,0.0,2,dark purple
1441,2,1.0,1.0,84.0,30,180,30,60,90,0.0,0.0,2,dark purple
1442,4,1.0,2.0,93.0,1,200,21,51,81,3.46,4.958333333333333,2,dark purple
1443,4,2.0,2.0,135.0,29,365,0,26,56,0.35,4.916666666666667,1,purple
1444,6,2.5,3.0,260.0,1,7,2,2,2,3.61,4.905,2,dark purple
1445,2,1.0,1.0,104.0,3,1125,17,33,57,3.15,4.965000000000001,0,pink
1446,2,1.0,1.0,121.0,31,1125,5,35,65,0.0,0.0,0,pink
1447,4,1.0,2.0,117.0,1,365,6,29,59,0.0,0.0,1,purple
1448,4,1.0,2.0,118.0,1,280,27,57,87,1.42,4.89,1,purple
1449,8,2.5,4.0,286.0,2,60,28,57,87,2.62,5.0,2,dark purple
1450,2,1.0,1.0,193.0,1,365,26,51,75,1.45,4.8533333333333335,1,purple
1452,10,2.0,4.0,372.0,4,90,0,26,30,0.0,0.0,2,dark purple
1453,8,3.0,5.0,567.0,3,1125,30,60,90,2.91,4.965,0,pink
1454,4,2.0,2.0,255.0,3,1125,20,50,80,2.0,4.951666666666667,0,pink
1455,8,2.5,5.0,305.0,4,32,27,41,71,1.02,4.898333333333334,2,dark purple
1456,4,1.0,2.0,146.0,2,60,25,33,33,3.47,4.963333333333334,2,dark purple
1457,6,1.0,4.0,249.0,29,1125,0,0,0,2.8,4.863333333333334,0,pink
1458,6,3.5,4.0,700.0,29,365,28,58,88,0.0,0.0,1,purple
1459,3,1.0,2.0,76.0,1,14,22,52,82,4.53,4.946666666666667,2,dark purple
1460,4,2.5,2.0,190.0,30,365,29,59,89,0.0,0.0,1,purple
1461,4,1.0,3.0,75.0,29,1125,28,58,82,1.41,4.793333333333334,0,pink
1462,2,1.0,2.0,77.0,30,182,19,49,79,2.75,4.99,2,dark purple
1463,7,2.0,4.0,154.0,29,365,29,59,89,1.18,4.761666666666667,1,purple
1464,4,1.0,3.0,163.0,2,1125,3,3,3,2.6,4.926666666666667,0,pink
1465,4,1.0,8.0,160.0,29,1125,30,60,90,0.45,4.886666666666666,0,pink
1466,2,1.0,1.0,74.0,30,365,29,59,89,0.0,0.0,1,purple
1467,4,1.0,1.0,135.0,30,90,30,60,90,0.0,0.0,2,dark purple
1468,3,1.0,2.0,82.0,30,1125,0,0,0,0.48,4.958333333333333,0,pink
1469,2,1.0,1.0,187.0,30,1125,28,58,88,0.14,4.916666666666667,0,pink
1470,3,1.0,1.0,80.0,30,1125,19,49,79,0.48,4.866666666666666,0,pink
1471,6,2.0,3.0,140.0,5,1125,19,41,66,3.2,4.823333333333333,0,pink
1472,1,1.0,1.0,42.0,30,95,0,0,28,0.37,4.864999999999999,2,dark purple
1473,4,1.5,2.0,130.0,1,365,28,58,88,3.58,4.95,1,purple
1474,2,2.0,2.0,227.0,30,1125,0,0,0,0.12,4.9,0,pink
1475,2,1.0,1.0,79.0,30,1125,0,0,0,0.26,4.951666666666667,0,pink
1476,2,1.0,1.0,110.0,30,90,0,26,56,0.13,5.0,2,dark purple
1477,2,1.0,1.0,171.0,2,1125,1,7,7,2.69,4.98,0,pink
1478,12,3.0,7.0,370.0,2,28,30,60,90,1.92,4.925,2,dark purple
1479,4,2.0,2.0,195.0,3,365,2,2,2,2.25,4.833333333333333,1,purple
1480,4,1.0,2.0,143.0,1,29,12,37,64,2.19,4.991666666666666,2,dark purple
1481,6,4.0,3.0,344.0,30,365,28,58,88,0.0,0.0,1,purple
1482,6,2.5,3.0,210.0,29,365,0,15,18,0.56,5.0,1,purple
1483,2,1.0,1.0,150.0,60,365,3,3,3,0.12,5.0,1,purple
1484,2,1.0,1.0,75.0,29,180,18,28,58,1.02,4.9750000000000005,2,dark purple
1485,8,4.0,4.0,380.0,3,365,30,60,90,0.0,0.0,1,purple
1486,4,1.0,2.0,135.0,1,7,0,0,0,3.78,4.911666666666666,2,dark purple
1487,2,1.0,2.0,66.0,29,90,1,1,19,0.41,4.926666666666667,2,dark purple
1488,4,1.0,2.0,142.0,2,60,20,41,67,4.29,4.9816666666666665,2,dark purple
1489,6,2.0,3.0,162.0,30,1125,20,50,72,0.56,4.883333333333334,0,pink
1490,2,1.0,1.0,122.0,2,1125,13,32,57,3.19,4.991666666666667,0,pink
1491,4,1.0,2.0,200.0,29,700,30,60,90,0.0,0.0,1,purple
1492,2,1.0,1.0,80.0,29,1125,28,58,88,0.7,4.846666666666667,0,pink
1493,6,1.0,2.0,140.0,1,5,21,46,70,0.0,0.0,2,dark purple
